Order ID,Order Priority,Order Quantity,Sales,Ship Mode,Unit Price,Customer Name,Province,Region,Product Category,Product Sub Category
O47461,High,34,290,Express Air,9,Christopher Martinez,British Columbia,West,Office Supplies,Binders and Binder Accessories
O47461,High,45,323,Regular Air,7,Christopher Martinez,British Columbia,West,Office Supplies,Pens & Art Supplies
O47525,Medium,40,649,Regular Air,16,Anthony Rawles,British Columbia,West,Technology,Computer Peripherals
O48803,Critical,19,200,Regular Air,10,Christopher Martinez,British Columbia,West,Office Supplies,Scissors, Rulers and Trimmers
O49027,High,41,709,Regular Air,18,Fred Harton,British Columbia,West,Furniture,Office Furnishings
O50822,Medium,6,1635,Regular Air,276,Carol Darley,British Columbia,West,Furniture,Chairs & Chairmats
O50822,Medium,37,316,Express Air,8,Carol Darley,British Columbia,West,Technology,Computer Peripherals
O51714,Not Specified,33,194,Regular Air,6,Lauren Leatherbury,British Columbia,West,Office Supplies,Paper
O51815,Low,37,228,Regular Air,6,Anthony Rawles,British Columbia,West,Office Supplies,Binders and Binder Accessories
O51815,Low,21,2292,Regular Air,126,Anthony Rawles,British Columbia,West,Technology,Telephones and Communication
O51906,High,24,206,Regular Air,8,Art Foster,British Columbia,West,Technology,Computer Peripherals
O52128,Not Specified,11,14,Regular Air,1,Sanjit Jacobs,British Columbia,West,Technology,Computer Peripherals
O52675,Medium,4,20,Regular Air,5,Christopher Martinez,British Columbia,West,Technology,Computer Peripherals
O52675,Medium,22,53,Regular Air,2,Christopher Martinez,British Columbia,West,Office Supplies,Pens & Art Supplies
O53189,Critical,29,214,Express Air,6,Duane Noonan,British Columbia,West,Office Supplies,Paper
O54307,High,41,198,Regular Air,5,Lauren Leatherbury,British Columbia,West,Office Supplies,Binders and Binder Accessories
O54917,High,12,6035,Regular Air,500,Anthony Rawles,British Columbia,West,Technology,Copiers and Fax
O56930,Low,47,228,Regular Air,5,Eva Jacobs,British Columbia,West,Office Supplies,Rubber Bands
O57511,Critical,32,98,Regular Air,3,Duane Noonan,British Columbia,West,Office Supplies,Labels
O57511,Critical,11,570,Regular Air,56,Duane Noonan,British Columbia,West,Technology,Telephones and Communication
O57857,High,18,315,Regular Air,19,Anthony Rawles,British Columbia,West,Furniture,Office Furnishings
O57861,Medium,40,120,Regular Air,3,Anthony Rawles,British Columbia,West,Office Supplies,Binders and Binder Accessories
O58247,Not Specified,8,1059,Regular Air,131,Christopher Martinez,British Columbia,West,Office Supplies,Appliances
O58247,Not Specified,14,92,Regular Air,6,Christopher Martinez,British Columbia,West,Office Supplies,Paper
O58470,High,24,1812,Regular Air,81,Barry Blumstein,British Columbia,West,Office Supplies,Appliances
O58470,High,13,49,Regular Air,4,Barry Blumstein,British Columbia,West,Office Supplies,Paper
O58470,High,36,236,Regular Air,6,Barry Blumstein,British Columbia,West,Office Supplies,Paper
O58470,High,45,854,Regular Air,19,Barry Blumstein,British Columbia,West,Office Supplies,Paper
O58470,High,5,160,Regular Air,32,Barry Blumstein,British Columbia,West,Office Supplies,Storage & Organization
O58759,Low,4,33,Regular Air,8,Andrew Allen,British Columbia,West,Office Supplies,Paper
O59780,Critical,21,6777,Delivery Truck,306,Art Foster,British Columbia,West,Technology,Office Machines
O358,High,33,1641,Delivery Truck,49,Ricardo Block,Alberta,West,Furniture,Bookcases
O358,High,33,1236,Regular Air,39,Ricardo Block,Alberta,West,Technology,Computer Peripherals
O1767,High,10,46,Regular Air,5,Roger Barcio,Alberta,West,Office Supplies,Rubber Bands
O1863,Not Specified,26,2415,Delivery Truck,96,Sung Pak,Alberta,West,Furniture,Chairs & Chairmats
O2915,Low,41,231,Regular Air,6,Tim Brockman,Alberta,West,Office Supplies,Pens & Art Supplies
O2915,Low,23,987,Regular Air,40,Tim Brockman,Alberta,West,Technology,Computer Peripherals
O3046,High,24,10094,Regular Air,421,Sung Pak,Alberta,West,Office Supplies,Binders and Binder Accessories
O4389,Medium,35,179,Regular Air,5,Victoria Pisteka,Alberta,West,Office Supplies,Binders and Binder Accessories
O4389,Medium,49,7987,Delivery Truck,161,Victoria Pisteka,Alberta,West,Furniture,Chairs & Chairmats
O4389,Medium,42,2455,Express Air,66,Victoria Pisteka,Alberta,West,Technology,Telephones and Communication
O6180,Medium,44,2443,Regular Air,66,Sung Chung,Alberta,West,Technology,Telephones and Communication
O7078,High,9,112,Regular Air,11,Ricardo Block,Alberta,West,Office Supplies,Appliances
O7078,High,11,50,Express Air,3,Ricardo Block,Alberta,West,Office Supplies,Binders and Binder Accessories
O7078,High,16,1940,Delivery Truck,123,Ricardo Block,Alberta,West,Furniture,Chairs & Chairmats
O7078,High,29,466,Express Air,15,Ricardo Block,Alberta,West,Furniture,Office Furnishings
O7654,High,3,19,Regular Air,4,Resi Polking,Alberta,West,Office Supplies,Labels
O7746,Medium,1,29,Regular Air,20,Roger Demir,Alberta,West,Office Supplies,Paper
O8387,Not Specified,35,1134,Regular Air,32,Tamara Manning,Alberta,West,Office Supplies,Binders and Binder Accessories
O8768,High,44,2422,Regular Air,66,Resi Polking,Alberta,West,Technology,Telephones and Communication
O9504,Medium,17,1955,Regular Air,141,Sung Pak,Alberta,West,Technology,Telephones and Communication
O10341,High,17,2313,Delivery Truck,145,Sung Pak,Alberta,West,Technology,Office Machines
O10982,Not Specified,29,538,Regular Air,19,Sung Chung,Alberta,West,Office Supplies,Binders and Binder Accessories
O10982,Not Specified,30,3665,Regular Air,123,Sung Chung,Alberta,West,Office Supplies,Binders and Binder Accessories
O10982,Not Specified,14,21,Express Air,1,Sung Chung,Alberta,West,Office Supplies,Rubber Bands
O11014,High,39,287,Regular Air,8,Victoria Pisteka,Alberta,West,Office Supplies,Envelopes
O14176,Low,39,1233,Regular Air,36,Resi Polking,Alberta,West,Technology,Telephones and Communication
O14497,Medium,34,214,Regular Air,6,Sung Pak,Alberta,West,Office Supplies,Paper
O15074,Not Specified,27,941,Regular Air,35,Tim Brockman,Alberta,West,Office Supplies,Paper
O15104,Medium,23,109,Regular Air,5,Resi Polking,Alberta,West,Office Supplies,Binders and Binder Accessories
O16834,Low,23,159,Regular Air,7,Sue Ann Reed,Alberta,West,Office Supplies,Paper
O17445,Not Specified,33,249,Regular Air,8,Resi Polking,Alberta,West,Technology,Computer Peripherals
O18593,High,23,6572,Regular Air,301,Tamara Manning,Alberta,West,Technology,Computer Peripherals
O18593,High,19,1052,Delivery Truck,71,Tamara Manning,Alberta,West,Furniture,Tables
O19652,Critical,28,2711,Delivery Truck,90,Tamara Manning,Alberta,West,Furniture,Chairs & Chairmats
O19652,Critical,34,1830,Regular Air,66,Tamara Manning,Alberta,West,Technology,Telephones and Communication
O20743,High,39,231,Express Air,5,Roger Demir,Alberta,West,Office Supplies,Paper
O21862,Not Specified,1,29,Express Air,14,Roger Demir,Alberta,West,Office Supplies,Binders and Binder Accessories
O21862,Not Specified,4,19014,Regular Air,6783,Roger Demir,Alberta,West,Technology,Office Machines
O21862,Not Specified,46,385,Regular Air,8,Roger Demir,Alberta,West,Office Supplies,Pens & Art Supplies
O22787,Medium,35,46,Express Air,1,Ricardo Block,Alberta,West,Office Supplies,Rubber Bands
O23170,Not Specified,20,4253,Express Air,218,Tim Brockman,Alberta,West,Furniture,Chairs & Chairmats
O23328,High,39,5740,Delivery Truck,145,Resi Polking,Alberta,West,Technology,Office Machines
O24260,Not Specified,48,548,Express Air,12,Roger Barcio,Alberta,West,Office Supplies,Appliances
O24261,Critical,28,946,Regular Air,33,Sung Pak,Alberta,West,Office Supplies,Storage & Organization
O26054,Critical,47,397,Regular Air,8,Resi Polking,Alberta,West,Furniture,Office Furnishings
O27750,Low,12,769,Delivery Truck,58,John Murray,Alberta,West,Furniture,Bookcases
O27750,Low,18,7371,Delivery Truck,450,John Murray,Alberta,West,Technology,Copiers and Fax
O27872,Not Specified,25,389,Regular Air,14,Shaun Chance,Alberta,West,Office Supplies,Binders and Binder Accessories
O31109,Low,49,1515,Regular Air,32,Sung Pak,Alberta,West,Office Supplies,Binders and Binder Accessories
O32165,Not Specified,47,3414,Regular Air,74,John Murray,Alberta,West,Technology,Computer Peripherals
O32165,Not Specified,38,2940,Regular Air,86,John Murray,Alberta,West,Technology,Telephones and Communication
O32325,Critical,45,1104,Regular Air,23,Darren Powers,Alberta,West,Furniture,Office Furnishings
O32931,Low,31,86,Regular Air,3,Shaun Chance,Alberta,West,Office Supplies,Labels
O32931,Low,25,298,Regular Air,12,Shaun Chance,Alberta,West,Office Supplies,Storage & Organization
O33189,Low,3,87,Regular Air,27,Roger Demir,Alberta,West,Technology,Computer Peripherals
O33189,Low,5,50,Regular Air,10,Roger Demir,Alberta,West,Office Supplies,Paper
O33479,Critical,50,762,Regular Air,15,Penelope Sewall,Alberta,West,Office Supplies,Binders and Binder Accessories
O33479,Critical,27,235,Regular Air,9,Penelope Sewall,Alberta,West,Office Supplies,Paper
O34311,High,39,133,Regular Air,3,Mike Pelletier,Alberta,West,Office Supplies,Pens & Art Supplies
O34311,High,32,233,Regular Air,7,Mike Pelletier,Alberta,West,Office Supplies,Storage & Organization
O35111,Critical,39,893,Regular Air,24,Sung Pak,Alberta,West,Office Supplies,Envelopes
O35173,Not Specified,29,6483,Delivery Truck,241,Mike Pelletier,Alberta,West,Furniture,Bookcases
O35173,Not Specified,13,1446,Regular Air,126,Mike Pelletier,Alberta,West,Technology,Telephones and Communication
O36773,Not Specified,24,2049,Regular Air,84,John Murray,Alberta,West,Office Supplies,Envelopes
O36997,Not Specified,39,104,Regular Air,3,Tim Brockman,Alberta,West,Office Supplies,Labels
O37700,Critical,27,3391,Express Air,123,Shaun Chance,Alberta,West,Office Supplies,Binders and Binder Accessories
O38529,Low,38,45,Regular Air,1,Darren Powers,Alberta,West,Office Supplies,Rubber Bands
O40162,Critical,28,1581,Regular Air,56,Penelope Sewall,Alberta,West,Office Supplies,Paper
O40612,High,9,19,Regular Air,2,Shaun Chance,Alberta,West,Office Supplies,Pens & Art Supplies
O41987,Not Specified,25,6481,Delivery Truck,321,Shaun Chance,Alberta,West,Furniture,Tables
O42083,Critical,38,5526,Regular Air,141,Sue Ann Reed,Alberta,West,Furniture,Chairs & Chairmats
O42083,Critical,36,237,Regular Air,6,Sue Ann Reed,Alberta,West,Office Supplies,Paper
O42083,Critical,33,68,Regular Air,2,Sue Ann Reed,Alberta,West,Office Supplies,Scissors, Rulers and Trimmers
O42151,High,35,4409,Regular Air,156,Tim Brockman,Alberta,West,Technology,Telephones and Communication
O42658,Medium,29,147,Regular Air,5,Sung Chung,Alberta,West,Office Supplies,Binders and Binder Accessories
O43911,Medium,29,578,Regular Air,20,Tamara Manning,Alberta,West,Furniture,Office Furnishings
O43911,Medium,36,9921,Delivery Truck,265,Tamara Manning,Alberta,West,Technology,Office Machines
O43911,Medium,23,7484,Delivery Truck,321,Tamara Manning,Alberta,West,Furniture,Chairs & Chairmats
O44005,Medium,7,733,Regular Air,100,Shaun Chance,Alberta,West,Technology,Computer Peripherals
O44486,Critical,36,198,Regular Air,6,Tom Prescott,Alberta,West,Office Supplies,Paper
O45284,High,7,91,Regular Air,12,Roger Demir,Alberta,West,Office Supplies,Pens & Art Supplies
O45668,Not Specified,8,705,Delivery Truck,82,Shaun Chance,Alberta,West,Furniture,Bookcases
O46023,Not Specified,50,1102,Regular Air,22,Resi Polking,Alberta,West,Office Supplies,Appliances
O46533,High,3,215,Regular Air,56,John Murray,Alberta,West,Furniture,Office Furnishings
O46533,High,12,655,Express Air,66,John Murray,Alberta,West,Technology,Telephones and Communication
O48321,High,31,5876,Regular Air,178,Tim Brockman,Alberta,West,Office Supplies,Storage & Organization
O48673,Not Specified,36,570,Regular Air,15,Penelope Sewall,Alberta,West,Office Supplies,Storage & Organization
O48742,Not Specified,42,826,Regular Air,19,Roger Demir,Alberta,West,Office Supplies,Binders and Binder Accessories
O48998,Low,15,180,Regular Air,12,Sharelle Roach,Alberta,West,Office Supplies,Envelopes
O50246,Medium,14,102,Express Air,6,Darren Powers,Alberta,West,Office Supplies,Paper
O51200,Medium,29,1618,Regular Air,54,Tom Prescott,Alberta,West,Technology,Computer Peripherals
O51271,High,31,3969,Delivery Truck,141,Tim Brockman,Alberta,West,Furniture,Bookcases
O51271,High,16,2883,Regular Air,206,Tim Brockman,Alberta,West,Technology,Telephones and Communication
O51297,Low,41,356,Express Air,9,Tom Prescott,Alberta,West,Office Supplies,Binders and Binder Accessories
O51842,Low,1,54,Regular Air,49,Tamara Manning,Alberta,West,Office Supplies,Paper
O51842,Low,4,431,Regular Air,101,Tamara Manning,Alberta,West,Office Supplies,Storage & Organization
O51968,Medium,43,3232,Regular Air,86,Sharelle Roach,Alberta,West,Technology,Telephones and Communication
O52578,Critical,38,6231,Delivery Truck,218,Pauline Webber,Alberta,West,Furniture,Tables
O52578,Critical,8,1392,Regular Air,209,Pauline Webber,Alberta,West,Furniture,Tables
O53027,Low,38,1323,Regular Air,36,Sharelle Roach,Alberta,West,Office Supplies,Envelopes
O54214,Medium,38,7326,Express Air,200,Resi Polking,Alberta,West,Technology,Copiers and Fax
O54342,Low,35,3439,Express Air,101,Pauline Webber,Alberta,West,Technology,Computer Peripherals
O54342,Low,2,10,Regular Air,5,Pauline Webber,Alberta,West,Office Supplies,Pens & Art Supplies
O54656,High,22,110,Express Air,5,Tamara Manning,Alberta,West,Office Supplies,Binders and Binder Accessories
O54949,Low,32,211,Regular Air,6,Shaun Chance,Alberta,West,Office Supplies,Paper
O54949,Low,7,192,Delivery Truck,21,Shaun Chance,Alberta,West,Office Supplies,Storage & Organization
O55813,Low,39,2651,Regular Air,71,Darren Powers,Alberta,West,Furniture,Office Furnishings
O56577,Critical,19,1134,Delivery Truck,58,Quincy Jones,Alberta,West,Furniture,Bookcases
O56834,High,22,1900,Delivery Truck,81,Darren Powers,Alberta,West,Technology,Office Machines
O56834,High,33,206,Regular Air,6,Darren Powers,Alberta,West,Office Supplies,Paper
O57380,Low,3,546,Delivery Truck,213,Pauline Webber,Alberta,West,Furniture,Tables
O58722,Critical,45,4043,Delivery Truck,90,Tom Prescott,Alberta,West,Furniture,Chairs & Chairmats
O58981,High,28,1263,Regular Air,47,Tamara Manning,Alberta,West,Office Supplies,Appliances
O59686,Low,41,243,Regular Air,6,Shaun Chance,Alberta,West,Office Supplies,Binders and Binder Accessories
O6791,Medium,14,730,Express Air,52,Lindsay Castell,Alberta,West,Technology,Office Machines
O9895,Low,9,55,Regular Air,6,Adam Bellavance,Alberta,West,Office Supplies,Pens & Art Supplies
O11846,Low,49,7320,Regular Air,152,Ken Dana,Alberta,West,Technology,Computer Peripherals
O11846,Low,28,707,Express Air,25,Ken Dana,Alberta,West,Office Supplies,Storage & Organization
O12450,Not Specified,15,1146,Regular Air,74,Lindsay Castell,Alberta,West,Technology,Computer Peripherals
O16518,Critical,4,80,Regular Air,19,Ken Dana,Alberta,West,Office Supplies,Paper
O16518,Critical,36,2629,Regular Air,86,Ken Dana,Alberta,West,Technology,Telephones and Communication
O17860,Critical,16,139,Express Air,8,Adam Bellavance,Alberta,West,Office Supplies,Appliances
O17952,Medium,28,430,Regular Air,14,Ken Dana,Alberta,West,Office Supplies,Appliances
O18596,Low,42,4918,Delivery Truck,111,Adam Bellavance,Alberta,West,Furniture,Chairs & Chairmats
O18596,Low,32,417,Regular Air,13,Adam Bellavance,Alberta,West,Office Supplies,Labels
O21410,Critical,16,2102,Express Air,123,Lindsay Castell,Alberta,West,Office Supplies,Appliances
O22563,Critical,32,252,Regular Air,8,Laurel Workman,Alberta,West,Furniture,Office Furnishings
O25318,Critical,1,3,Regular Air,2,Ken Dana,Alberta,West,Office Supplies,Binders and Binder Accessories
O26688,Medium,21,424,Regular Air,20,Laurel Workman,Alberta,West,Office Supplies,Appliances
O26688,Medium,7,69,Regular Air,10,Laurel Workman,Alberta,West,Office Supplies,Pens & Art Supplies
O26881,Low,26,10693,Delivery Truck,424,Ken Dana,Alberta,West,Furniture,Tables
O26887,Critical,38,1638,Express Air,43,Adam Bellavance,Alberta,West,Office Supplies,Appliances
O26887,Critical,23,194,Express Air,8,Adam Bellavance,Alberta,West,Office Supplies,Binders and Binder Accessories
O29761,Medium,48,1463,Regular Air,36,Ken Dana,Alberta,West,Technology,Telephones and Communication
O29761,Medium,42,1085,Regular Air,26,Ken Dana,Alberta,West,Office Supplies,Appliances
O29761,Medium,19,124,Regular Air,6,Ken Dana,Alberta,West,Furniture,Office Furnishings
O31810,Critical,46,356,Regular Air,7,Lisa Ryan,Alberta,West,Furniture,Office Furnishings
O36548,Low,8,45,Regular Air,5,Max Engle,Alberta,West,Office Supplies,Paper
O39585,Not Specified,32,166,Regular Air,5,Max Engle,Alberta,West,Furniture,Office Furnishings
O41793,High,48,1287,Regular Air,26,Adam Bellavance,Alberta,West,Furniture,Office Furnishings
O42949,Not Specified,40,202,Regular Air,5,Adam Bellavance,Alberta,West,Office Supplies,Rubber Bands
O42949,Not Specified,49,631,Regular Air,13,Adam Bellavance,Alberta,West,Technology,Office Machines
O43044,Medium,23,104,Regular Air,4,Laurel Workman,Alberta,West,Office Supplies,Binders and Binder Accessories
O43044,Medium,3,19707,Regular Air,6783,Laurel Workman,Alberta,West,Technology,Office Machines
O46048,Medium,10,136,Express Air,13,Laurel Workman,Alberta,West,Office Supplies,Scissors, Rulers and Trimmers
O46048,Medium,35,447,Regular Air,13,Laurel Workman,Alberta,West,Office Supplies,Storage & Organization
O48354,Medium,25,1387,Express Air,55,Lisa Ryan,Alberta,West,Office Supplies,Paper
O48416,Not Specified,23,168,Regular Air,7,Ken Dana,Alberta,West,Office Supplies,Paper
O49798,Critical,5,1425,Delivery Truck,281,Lisa Ryan,Alberta,West,Furniture,Chairs & Chairmats
O49798,Critical,29,322,Regular Air,11,Lisa Ryan,Alberta,West,Office Supplies,Scissors, Rulers and Trimmers
O50470,Low,38,828,Regular Air,23,Ken Dana,Alberta,West,Office Supplies,Pens & Art Supplies
O52900,High,16,101,Regular Air,6,Helen Wasserman,Alberta,West,Office Supplies,Paper
O57572,Medium,30,139,Regular Air,5,Helen Wasserman,Alberta,West,Technology,Computer Peripherals
O57572,Medium,9,75,Regular Air,8,Helen Wasserman,Alberta,West,Office Supplies,Paper
O57766,High,17,518,Regular Air,31,Julia Dunbar,Alberta,West,Office Supplies,Labels
O58566,Not Specified,45,4681,Regular Air,105,Julia Dunbar,Alberta,West,Furniture,Office Furnishings
O58566,Not Specified,42,2415,Express Air,66,Julia Dunbar,Alberta,West,Technology,Telephones and Communication
O58658,Medium,7,883,Delivery Truck,121,Julia Dunbar,Alberta,West,Furniture,Bookcases
O58658,Medium,41,917,Regular Air,21,Julia Dunbar,Alberta,West,Technology,Computer Peripherals
O58658,Medium,46,761,Regular Air,21,Julia Dunbar,Alberta,West,Technology,Telephones and Communication
O59139,Critical,12,850,Regular Air,71,Helen Wasserman,Alberta,West,Office Supplies,Appliances
O59139,Critical,38,189,Regular Air,5,Helen Wasserman,Alberta,West,Office Supplies,Binders and Binder Accessories
O59942,Medium,47,714,Regular Air,16,Max Engle,Alberta,West,Technology,Computer Peripherals
O5350,Low,39,435,Regular Air,11,Carl Weiss,Alberta,West,Office Supplies,Appliances
O6850,High,8,82,Regular Air,10,Chuck Clark,Alberta,West,Technology,Computer Peripherals
O6850,High,41,2089,Regular Air,52,Chuck Clark,Alberta,West,Technology,Office Machines
O6850,High,34,2127,Regular Air,65,Chuck Clark,Alberta,West,Office Supplies,Storage & Organization
O6850,High,26,3754,Delivery Truck,139,Chuck Clark,Alberta,West,Furniture,Tables
O7488,Critical,9,26,Regular Air,3,Chuck Clark,Alberta,West,Office Supplies,Pens & Art Supplies
O7552,Critical,47,1406,Regular Air,28,Chuck Clark,Alberta,West,Office Supplies,Pens & Art Supplies
O7552,Critical,49,588,Regular Air,13,Chuck Clark,Alberta,West,Office Supplies,Scissors, Rulers and Trimmers
O7585,High,34,650,Regular Air,21,Darren Koutras,Alberta,West,Technology,Telephones and Communication
O8289,Low,38,573,Regular Air,14,Darren Koutras,Alberta,West,Office Supplies,Binders and Binder Accessories
O8679,Medium,46,446,Regular Air,9,Roland Murray,Alberta,West,Office Supplies,Paper
O12481,Critical,37,744,Regular Air,21,Chuck Clark,Alberta,West,Technology,Computer Peripherals
O12481,Critical,12,389,Regular Air,36,Chuck Clark,Alberta,West,Technology,Telephones and Communication
O12902,Not Specified,30,3645,Delivery Truck,121,Daniel Byrd,Alberta,West,Furniture,Bookcases
O20128,Not Specified,32,279,Regular Air,9,Chuck Clark,Alberta,West,Technology,Computer Peripherals
O20128,Not Specified,5,515,Regular Air,95,Chuck Clark,Alberta,West,Office Supplies,Storage & Organization
O20642,High,47,1079,Delivery Truck,21,Darren Koutras,Alberta,West,Office Supplies,Storage & Organization
O24804,Not Specified,20,211,Regular Air,10,Roland Murray,Alberta,West,Office Supplies,Storage & Organization
O28357,Not Specified,50,390,Regular Air,7,Daniel Byrd,Alberta,West,Office Supplies,Binders and Binder Accessories
O28357,Not Specified,43,113,Regular Air,2,Daniel Byrd,Alberta,West,Office Supplies,Rubber Bands
O31043,High,49,772,Regular Air,15,Bobby Odegard,Alberta,West,Technology,Computer Peripherals
O31043,High,3,221,Regular Air,86,Bobby Odegard,Alberta,West,Technology,Telephones and Communication
O32355,Not Specified,34,212,Regular Air,6,Daniel Byrd,Alberta,West,Office Supplies,Binders and Binder Accessories
O32355,Not Specified,50,355,Regular Air,6,Daniel Byrd,Alberta,West,Office Supplies,Paper
O33700,Low,36,260,Regular Air,6,Chuck Clark,Alberta,West,Office Supplies,Paper
O35811,Critical,49,742,Regular Air,16,Chuck Clark,Alberta,West,Office Supplies,Envelopes
O35811,Critical,6,10,Regular Air,2,Chuck Clark,Alberta,West,Office Supplies,Pens & Art Supplies
O38598,Low,17,14665,Delivery Truck,881,Chloris Kastensmidt,Alberta,West,Furniture,Bookcases
O38598,Low,24,325,Regular Air,13,Chloris Kastensmidt,Alberta,West,Furniture,Office Furnishings
O38598,Low,27,452,Regular Air,16,Chloris Kastensmidt,Alberta,West,Technology,Office Machines
O40678,Low,42,2753,Regular Air,67,Daniel Byrd,Alberta,West,Office Supplies,Binders and Binder Accessories
O41154,Low,43,938,Regular Air,22,Roger Barcio,Alberta,West,Office Supplies,Pens & Art Supplies
O43909,High,46,737,Regular Air,16,Chloris Kastensmidt,Alberta,West,Office Supplies,Binders and Binder Accessories
O45346,High,37,692,Regular Air,20,Bobby Odegard,Alberta,West,Office Supplies,Paper
O46336,High,31,144,Regular Air,5,Carl Weiss,Alberta,West,Office Supplies,Pens & Art Supplies
O52320,Low,41,113,Regular Air,3,Roland Murray,Alberta,West,Office Supplies,Pens & Art Supplies
O52357,Not Specified,49,541,Regular Air,11,Bobby Odegard,Alberta,West,Office Supplies,Envelopes
O53573,Not Specified,6,94,Regular Air,14,Daniel Byrd,Alberta,West,Furniture,Office Furnishings
O56420,Low,16,597,Regular Air,38,Carl Weiss,Alberta,West,Office Supplies,Appliances
O56420,Low,26,132,Regular Air,5,Carl Weiss,Alberta,West,Furniture,Office Furnishings
O56420,Low,22,2403,Regular Air,126,Carl Weiss,Alberta,West,Technology,Telephones and Communication
O56420,Low,48,5138,Regular Air,126,Carl Weiss,Alberta,West,Technology,Telephones and Communication
O57412,Low,34,223,Regular Air,8,Carl Weiss,Alberta,West,Technology,Telephones and Communication
O66,Low,41,108,Regular Air,3,Arthur Gainer,Alberta,West,Office Supplies,Pens & Art Supplies
O1762,Not Specified,29,857,Regular Air,32,Lisa Hazard,Alberta,West,Technology,Computer Peripherals
O1762,Not Specified,11,70,Regular Air,6,Lisa Hazard,Alberta,West,Office Supplies,Envelopes
O1762,Not Specified,43,1280,Express Air,36,Lisa Hazard,Alberta,West,Technology,Telephones and Communication
O6150,Critical,38,191,Regular Air,5,Mitch Gastineau,Alberta,West,Office Supplies,Paper
O6310,Not Specified,27,217,Regular Air,8,Katharine Harms,Alberta,West,Furniture,Office Furnishings
O9664,High,13,88,Regular Air,6,Matthew Grinstein,Alberta,West,Office Supplies,Paper
O11168,Critical,35,183,Regular Air,5,Lisa Hazard,Alberta,West,Furniture,Office Furnishings
O12417,Critical,19,138,Regular Air,7,Cathy Prescott,Alberta,West,Office Supplies,Paper
O13607,Critical,12,441,Regular Air,39,Matthew Grinstein,Alberta,West,Technology,Computer Peripherals
O13607,Critical,37,110,Express Air,3,Matthew Grinstein,Alberta,West,Office Supplies,Labels
O13607,Critical,13,315,Regular Air,20,Matthew Grinstein,Alberta,West,Office Supplies,Storage & Organization
O14597,Critical,41,320,Express Air,8,Lauren Leatherbury,Alberta,West,Office Supplies,Binders and Binder Accessories
O14597,Critical,35,267,Regular Air,8,Lauren Leatherbury,Alberta,West,Furniture,Office Furnishings
O15015,High,47,307,Regular Air,6,Matthew Grinstein,Alberta,West,Furniture,Office Furnishings
O17539,Not Specified,28,382,Regular Air,14,Pauline Webber,Alberta,West,Furniture,Office Furnishings
O17539,Not Specified,10,1529,Regular Air,196,Pauline Webber,Alberta,West,Technology,Telephones and Communication
O18145,Medium,47,270,Regular Air,6,Lauren Leatherbury,Alberta,West,Office Supplies,Rubber Bands
O19559,High,31,261,Regular Air,8,Matthew Grinstein,Alberta,West,Office Supplies,Paper
O19559,High,18,2445,Express Air,156,Matthew Grinstein,Alberta,West,Technology,Telephones and Communication
O19559,High,14,1032,Express Air,86,Matthew Grinstein,Alberta,West,Technology,Telephones and Communication
O21188,Critical,29,21047,Regular Air,700,Matthew Grinstein,Alberta,West,Technology,Copiers and Fax
O21318,High,40,1384,Regular Air,38,Lisa Hazard,Alberta,West,Office Supplies,Binders and Binder Accessories
O21792,Not Specified,26,363,Regular Air,14,Pauline Webber,Alberta,West,Office Supplies,Binders and Binder Accessories
O21831,Not Specified,6,28,Regular Air,5,Pauline Webber,Alberta,West,Office Supplies,Labels
O22818,Critical,50,6278,Delivery Truck,131,Mitch Gastineau,Alberta,West,Furniture,Chairs & Chairmats
O22818,Low,19,360,Regular Air,20,Mitch Gastineau,Alberta,West,Technology,Computer Peripherals
O24801,High,3,19,Regular Air,4,Lisa Hazard,Alberta,West,Office Supplies,Binders and Binder Accessories
O24801,High,7,686,Regular Air,89,Lisa Hazard,Alberta,West,Furniture,Office Furnishings
O24801,High,10,1024,Regular Air,116,Lisa Hazard,Alberta,West,Technology,Telephones and Communication
O26529,Low,17,202,Regular Air,11,Pauline Webber,Alberta,West,Office Supplies,Paper
O27780,Critical,18,56,Regular Air,3,Matthew Grinstein,Alberta,West,Office Supplies,Labels
O27780,Critical,39,148,Regular Air,4,Matthew Grinstein,Alberta,West,Office Supplies,Scissors, Rulers and Trimmers
O27780,Critical,39,1678,Regular Air,44,Matthew Grinstein,Alberta,West,Technology,Computer Peripherals
O27843,Medium,26,140,Regular Air,5,Lisa Hazard,Alberta,West,Technology,Computer Peripherals
O28773,Low,48,2174,Regular Air,56,Mitch Gastineau,Alberta,West,Technology,Telephones and Communication
O30786,Medium,23,66,Regular Air,3,Quincy Jones,Alberta,West,Office Supplies,Pens & Art Supplies
O30786,Medium,4,73,Regular Air,15,Quincy Jones,Alberta,West,Office Supplies,Storage & Organization
O31809,High,1,15,Regular Air,10,Lauren Leatherbury,Alberta,West,Office Supplies,Envelopes
O31878,Medium,14,139,Regular Air,9,Lisa Hazard,Alberta,West,Office Supplies,Paper
O31878,Medium,42,5679,Regular Air,156,Lisa Hazard,Alberta,West,Technology,Telephones and Communication
O34976,Medium,45,4475,Delivery Truck,96,Lauren Leatherbury,Alberta,West,Furniture,Chairs & Chairmats
O34976,Medium,29,168,Regular Air,6,Lauren Leatherbury,Alberta,West,Office Supplies,Paper
O34979,Critical,15,610,Regular Air,39,Quincy Jones,Alberta,West,Technology,Computer Peripherals
